team_turnovers,team_rebounds,team_offensive_rebounds,team_defensive_rebounds,bench_points,starter_points,biggest_lead,biggest_scoring_run,points,assists,rebounds,defensive_rebounds,offensive_rebounds,steals,blocks,blocks_received,turnovers,three_points_made,three_point_attempts,three_point_percentage,two_points_made,two_point_attempts,two_point_percentage,field_goals_made,field_goal_attempts,field_goal_percentage,contested_field_goals_made,contested_field_goal_attempts,uncontested_field_goals_made,uncontested_field_goal_attempts,jumpshots_made,jumpshot_attempts,dunks_made,dunk_attempts,layups_made,layup_attempts,offensive_fouls,defensive_fouls,personal_fouls,technical_fouls,unsportsmanlike_fouls,fouls_received,offensive_fouls_received,defensive_fouls_received,free_throws_made,free_throw_attempts,free_throw_percentage,fastbreak_points,fastbreak_attempts,turnover_points,points_in_the_paint,points_in_the_paint_made,points_in_the_paint_attempts,perimeter_points,perimeter_points_made,perimeter_point_attempts,second_chance_points,plus_minus,minutes_played,period,team_id,team_minutes,abbreviation,name,nickname,photo_url,home_away,game_no,schedule,venue
0,0,0,0,8,9,12,0,17,3,9,5,4,2,2,0,3,3,9,33.33,3,11,27.27,6,20,30,6,20,0,0,4,12,1,1,1,7,2,4,6,0,0,2,0,2,2,2,100,3,1,7,6,NA,NA,9,NA,NA,2,2,0,2,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ATENEO,ATENEO,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,away,38,10/13/2019 12:00:00,MOA Arena
1,0,0,0,5,14,12,0,19,3,9,5,4,2,0,0,2,0,5,0,8,14,57.14,8,19,42.11,7,18,1,1,0,9,2,2,6,8,0,6,6,0,0,5,0,5,3,3,100,2,1,5,16,NA,NA,0,NA,NA,9,-1,0,3,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ATENEO,ATENEO,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,away,38,10/13/2019 12:00:00,MOA Arena
0,0,0,0,7,15,13,0,22,3,18,10,8,1,3,1,3,2,8,25,5,13,38.46,7,21,33.33,6,19,1,2,2,13,0,0,5,8,1,2,3,0,0,6,0,6,6,8,75,4,2,0,10,NA,NA,6,NA,NA,10,3,0,4,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ATENEO,ATENEO,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,away,38,10/13/2019 12:00:00,MOA Arena
1,1,0,1,24,54,19,0,78,16,42,25,17,9,4,4,11,10,30,33.33,21,55,38.18,31,85,36.47,27,81,4,4,14,50,1,1,16,34,1,21,23,0,1,14,1,13,6,9,66.67,23,10,32,40,NA,NA,32,NA,NA,14,3,0,Total,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,40,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,37,10/12/2019 16:00:00,MOA Arena
0,0,0,0,2,25,19,0,27,5,10,6,4,5,1,1,4,4,7,57.14,6,14,42.86,10,21,47.62,8,19,2,2,5,9,0,0,5,12,0,7,7,0,0,4,1,3,3,3,100,7,3,14,12,NA,NA,12,NA,NA,4,17,0,1,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,37,10/12/2019 16:00:00,MOA Arena
0,0,0,0,15,4,19,0,19,4,6,3,3,1,1,1,3,3,11,27.27,5,11,45.45,8,22,36.36,7,21,1,1,4,16,1,1,3,5,1,5,6,0,0,1,0,1,0,0,0,6,3,9,10,NA,NA,9,NA,NA,4,-12,0,2,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,37,10/12/2019 16:00:00,MOA Arena
0,0,0,0,2,17,19,0,19,4,17,11,6,1,2,0,1,2,5,40,6,18,33.33,8,23,34.78,8,23,0,0,4,13,0,0,4,10,0,2,3,0,1,3,0,3,1,2,50,6,2,4,10,NA,NA,8,NA,NA,4,10,0,3,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,37,10/12/2019 16:00:00,MOA Arena
1,1,0,1,5,8,19,0,13,3,9,5,4,2,0,2,3,1,7,14.29,4,12,33.33,5,19,26.32,4,18,1,1,1,12,0,0,4,7,0,7,7,0,0,6,0,6,2,4,50,4,2,5,8,NA,NA,3,NA,NA,2,-12,0,4,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,37,10/12/2019 16:00:00,MOA Arena
0,0,0,0,12,63,0,0,75,18,50,37,13,5,4,4,22,5,18,27.78,20,44,45.45,25,62,40.32,23,60,2,2,6,26,0,0,19,36,1,13,14,0,0,23,1,22,20,25,80,12,4,16,40,NA,NA,15,NA,NA,15,-3,0,Total,33671853-062b-48a2-9246-fe64b2a2a15c,40,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,37,10/12/2019 16:00:00,MOA Arena
0,0,0,0,2,8,0,0,10,3,10,6,4,1,1,1,10,0,4,0,1,7,14.29,1,11,9.09,1,11,0,0,0,5,0,0,1,6,1,3,4,0,0,7,0,7,8,8,100,0,0,4,2,NA,NA,0,NA,NA,2,-17,0,1,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,37,10/12/2019 16:00:00,MOA Arena
0,0,0,0,3,28,0,0,31,5,13,11,2,1,1,1,5,3,3,100,8,12,66.67,11,15,73.33,11,15,0,0,3,5,0,0,8,10,0,1,1,0,0,6,1,5,6,8,75,4,2,7,16,NA,NA,9,NA,NA,4,12,0,2,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,37,10/12/2019 16:00:00,MOA Arena
0,0,0,0,3,6,0,0,9,4,15,10,5,1,0,2,3,1,6,16.67,3,15,20,4,21,19.05,4,21,0,0,1,8,0,0,3,13,0,3,3,0,0,3,0,3,0,2,0,0,0,0,6,NA,NA,3,NA,NA,2,-10,0,3,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,37,10/12/2019 16:00:00,MOA Arena
0,0,0,0,4,21,0,0,25,6,12,10,2,2,2,0,4,1,5,20,8,10,80,9,15,60,7,13,2,2,2,8,0,0,7,7,0,6,6,0,0,7,0,7,6,7,85.71,8,2,5,16,NA,NA,3,NA,NA,7,12,0,4,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,37,10/12/2019 16:00:00,MOA Arena
1,0,0,0,40,32,19,0,72,20,46,35,11,8,5,0,10,5,18,27.78,24,50,48,29,68,42.65,25,63,4,5,10,39,1,2,18,27,0,9,10,1,0,19,1,18,9,18,50,8,4,15,40,NA,NA,23,NA,NA,10,19,0,Total,0cabf2f5-02db-40ac-9e2c-434238a30b03,40,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,home,36,10/12/2019 14:00:00,MOA Arena
0,0,0,0,8,0,0,0,8,4,11,8,3,2,0,0,2,0,4,0,2,12,16.67,2,16,12.5,1,15,1,1,0,13,0,0,2,3,0,0,0,0,0,6,0,6,4,8,50,2,1,4,4,NA,NA,0,NA,NA,0,-4,0,1,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,home,36,10/12/2019 14:00:00,MOA Arena
1,0,0,0,8,16,4,0,24,6,10,8,2,1,0,0,2,2,4,50,9,14,64.29,11,18,61.11,10,17,1,1,4,9,1,1,6,8,0,3,4,1,0,2,0,2,0,0,0,2,1,3,14,NA,NA,10,NA,NA,2,2,0,2,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,home,36,10/12/2019 14:00:00,MOA Arena
0,0,0,0,8,8,4,0,16,4,11,9,2,2,3,0,3,2,6,33.33,4,11,36.36,6,17,35.29,5,16,1,1,3,10,0,0,3,7,0,3,3,0,0,7,1,6,2,4,50,0,0,2,6,NA,NA,8,NA,NA,4,3,0,3,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,home,36,10/12/2019 14:00:00,MOA Arena
0,0,0,0,16,8,19,0,24,6,14,10,4,3,2,0,3,1,4,25,9,13,69.23,10,17,58.82,9,15,1,2,3,7,0,1,7,9,0,3,3,0,0,4,0,4,3,6,50,4,2,6,16,NA,NA,5,NA,NA,4,18,0,4,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,home,36,10/12/2019 14:00:00,MOA Arena
0,1,0,1,33,20,4,0,53,10,40,30,10,2,0,5,16,2,17,11.76,22,50,44,24,67,35.82,23,65,1,2,12,37,0,0,12,30,1,18,19,0,0,9,0,9,3,6,50,9,4,6,28,NA,NA,22,NA,NA,5,-19,0,Total,12c6608e-af76-4e58-b428-8561b15bbc76,40,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,36,10/12/2019 14:00:00,MOA Arena
0,0,0,0,8,4,4,0,12,3,13,11,2,0,0,0,4,0,3,0,6,13,46.15,6,16,37.5,5,15,1,1,3,9,0,0,3,7,0,6,6,0,0,0,0,0,0,0,0,2,1,2,6,NA,NA,6,NA,NA,0,4,0,1,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,36,10/12/2019 14:00:00,MOA Arena
0,0,0,0,12,10,4,0,22,2,7,5,2,0,0,0,2,1,3,33.33,8,15,53.33,9,18,50,9,18,0,0,4,10,0,0,5,8,0,2,2,0,0,3,0,3,3,4,75,4,2,0,12,NA,NA,7,NA,NA,3,-2,0,2,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,36,10/12/2019 14:00:00,MOA Arena
0,0,0,0,9,4,4,0,13,4,13,10,3,0,0,3,4,1,6,16.67,5,12,41.67,6,18,33.33,6,18,0,0,4,11,0,0,2,7,1,6,7,0,0,3,0,3,0,0,0,3,1,2,6,NA,NA,7,NA,NA,2,-3,0,3,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,36,10/12/2019 14:00:00,MOA Arena
0,1,0,1,4,2,4,0,6,1,7,4,3,2,0,2,6,0,5,0,3,10,30,3,15,20,3,14,0,1,1,7,0,0,2,8,0,4,4,0,0,3,0,3,0,2,0,0,0,2,4,NA,NA,2,NA,NA,0,-18,0,4,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,36,10/12/2019 14:00:00,MOA Arena
1,2,0,2,27,53,15,0,80,16,39,28,11,6,9,1,20,9,31,29.03,20,36,55.56,29,67,43.28,27,65,2,2,14,46,0,0,15,21,2,15,19,1,1,22,3,19,13,17,76.47,17,6,25,36,NA,NA,31,NA,NA,11,6,0,Total,6109d7cd-c824-4372-ab79-aea01b0f1a76,40,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,35,10/09/2019 16:00:00,Big Dome
0,1,0,1,6,16,8,0,22,5,7,6,1,2,0,0,4,3,6,50,6,12,50,9,18,50,8,17,1,1,5,10,0,0,4,8,1,3,4,0,0,4,0,4,1,2,50,5,2,7,10,NA,NA,11,NA,NA,2,4,0,1,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,35,10/09/2019 16:00:00,Big Dome
0,0,0,0,8,4,8,0,12,2,6,5,1,1,3,0,4,2,11,18.18,2,5,40,4,16,25,4,16,0,0,2,14,0,0,2,2,1,3,5,1,0,4,0,4,2,2,100,2,0,5,4,NA,NA,6,NA,NA,2,-7,0,2,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,35,10/09/2019 16:00:00,Big Dome
0,1,0,1,9,20,13,0,29,8,13,8,5,3,2,0,4,4,10,40,7,9,77.78,11,19,57.89,10,18,1,1,4,10,0,0,7,9,0,3,3,0,0,7,2,5,3,5,60,10,4,11,14,NA,NA,12,NA,NA,5,16,0,3,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,35,10/09/2019 16:00:00,Big Dome
1,0,0,0,4,13,15,0,17,1,13,9,4,0,4,1,8,0,4,0,5,10,50,5,14,35.71,5,14,0,0,3,12,0,0,2,2,0,6,7,0,1,7,1,6,7,8,87.5,0,0,2,8,NA,NA,2,NA,NA,2,-7,0,4,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,35,10/09/2019 16:00:00,Big Dome
4,2,2,0,21,53,3,0,74,12,38,26,12,8,1,9,23,8,19,42.11,18,46,39.13,26,65,40,24,63,2,2,14,35,0,1,12,29,3,19,22,0,0,18,2,16,14,17,82.35,6,3,23,28,NA,NA,32,NA,NA,6,-6,0,Total,0cabf2f5-02db-40ac-9e2c-434238a30b03,40,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,35,10/09/2019 16:00:00,Big Dome
2,0,0,0,8,10,0,0,18,4,9,8,1,1,0,0,7,2,4,50,6,12,50,8,16,50,7,15,1,1,3,9,0,0,5,7,0,4,4,0,0,4,1,3,0,0,0,2,1,2,10,NA,NA,8,NA,NA,2,-4,0,1,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,35,10/09/2019 16:00:00,Big Dome
1,0,0,0,9,10,3,0,19,2,15,10,5,0,0,3,6,1,3,33.33,6,14,42.86,7,17,41.18,7,17,0,0,3,7,0,0,4,10,0,4,4,0,0,4,1,3,4,4,100,2,1,5,10,NA,NA,5,NA,NA,2,7,0,2,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,35,10/09/2019 16:00:00,Big Dome
0,0,0,0,2,11,3,0,13,2,3,3,0,3,0,2,7,1,5,20,3,6,50,4,11,36.36,4,11,0,0,4,9,0,0,0,2,2,5,7,0,0,3,0,3,4,5,80,0,0,4,2,NA,NA,7,NA,NA,0,-16,0,3,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,35,10/09/2019 16:00:00,Big Dome
1,2,2,0,2,22,3,0,24,4,11,5,6,4,1,4,3,4,7,57.14,3,14,21.43,7,21,33.33,6,20,1,1,4,10,0,1,3,10,1,6,7,0,0,7,0,7,6,8,75,2,1,12,6,NA,NA,12,NA,NA,2,7,0,4,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,35,10/09/2019 16:00:00,Big Dome
1,0,0,0,54,47,34,0,101,22,55,29,26,8,3,3,11,14,42,33.33,25,50,50,39,92,42.39,38,90,1,2,21,66,2,3,16,23,3,22,26,0,1,18,0,18,9,16,56.25,16,6,21,42,NA,NA,50,NA,NA,25,28,0,Total,98581eee-6023-484e-831c-c6db65f111ac,40,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,home,34,10/09/2019 12:30:00,Big Dome
0,0,0,0,15,11,8,0,26,4,11,4,7,1,0,2,2,4,8,50,6,13,46.15,10,21,47.62,10,21,0,0,6,13,0,1,4,7,0,1,1,0,0,4,0,4,2,3,66.67,3,1,5,8,NA,NA,16,NA,NA,10,8,0,1,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,home,34,10/09/2019 12:30:00,Big Dome
0,0,0,0,11,18,26,0,29,6,16,10,6,3,1,0,1,1,5,20,13,21,61.9,14,26,53.85,13,25,1,1,5,15,1,1,8,10,0,6,6,0,0,3,0,3,0,1,0,8,4,6,22,NA,NA,7,NA,NA,6,18,0,2,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,home,34,10/09/2019 12:30:00,Big Dome
1,0,0,0,14,5,34,0,19,6,16,6,10,2,0,1,5,5,16,31.25,2,10,20,7,26,26.92,7,25,0,1,5,23,1,1,1,2,2,4,6,0,0,4,0,4,0,0,0,3,1,5,4,NA,NA,15,NA,NA,0,-6,0,3,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,home,34,10/09/2019 12:30:00,Big Dome
0,0,0,0,14,13,34,0,27,6,12,9,3,2,2,0,3,4,13,30.77,4,6,66.67,8,19,42.11,8,19,0,0,5,15,0,0,3,4,1,11,13,0,1,7,0,7,7,12,58.33,2,0,5,8,NA,NA,12,NA,NA,9,8,0,4,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,home,34,10/09/2019 12:30:00,Big Dome
1,3,2,1,18,55,2,0,73,8,38,29,9,3,3,3,17,5,17,29.41,19,41,46.34,24,58,41.38,24,58,0,0,9,31,0,0,15,27,0,17,19,1,1,26,3,23,20,27,74.07,5,1,11,34,NA,NA,19,NA,NA,16,-28,0,Total,33671853-062b-48a2-9246-fe64b2a2a15c,40,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,34,10/09/2019 12:30:00,Big Dome
0,0,0,0,0,18,2,0,18,1,5,4,1,1,2,0,4,2,3,66.67,6,11,54.55,8,14,57.14,8,14,0,0,4,7,0,0,4,7,0,4,4,0,0,1,0,1,0,0,0,0,0,2,8,NA,NA,10,NA,NA,6,-8,0,1,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,34,10/09/2019 12:30:00,Big Dome
0,0,0,0,0,11,2,0,11,1,8,7,1,0,0,1,5,1,5,20,3,9,33.33,4,14,28.57,4,14,0,0,2,8,0,0,2,6,0,3,3,0,0,6,0,6,2,4,50,0,0,0,6,NA,NA,3,NA,NA,3,-18,0,2,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,34,10/09/2019 12:30:00,Big Dome
0,0,0,0,5,20,2,0,25,5,8,7,1,1,1,0,3,2,6,33.33,7,10,70,9,16,56.25,9,16,0,0,2,8,0,0,7,8,0,4,4,0,0,6,2,4,5,5,100,0,0,7,14,NA,NA,6,NA,NA,4,6,0,3,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,34,10/09/2019 12:30:00,Big Dome
1,3,2,1,13,6,2,0,19,1,17,11,6,1,0,2,5,0,3,0,3,11,27.27,3,14,21.43,3,14,0,0,1,8,0,0,2,6,0,6,8,1,1,13,1,12,13,18,72.22,5,1,2,6,NA,NA,0,NA,NA,3,-8,0,4,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,34,10/09/2019 12:30:00,Big Dome
0,0,0,0,30,55,18,0,85,12,54,43,11,4,4,4,19,11,25,44,18,50,36,29,75,38.67,28,74,1,1,18,46,0,0,11,29,3,11,15,0,1,23,3,20,16,28,57.14,6,3,14,28,NA,NA,41,NA,NA,14,6,0,Total,12c6608e-af76-4e58-b428-8561b15bbc76,45,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,33,10/09/2019 10:30:00,Big Dome
0,0,0,0,4,11,3,0,15,2,15,13,2,1,1,1,5,1,4,25,6,14,42.86,7,18,38.89,6,17,1,1,2,9,0,0,5,9,1,1,2,0,0,2,1,1,0,2,0,2,1,2,12,NA,NA,3,NA,NA,4,2,0,1,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,33,10/09/2019 10:30:00,Big Dome
0,0,0,0,9,15,10,0,24,3,11,9,2,1,0,1,2,2,4,50,7,14,50,9,18,50,9,18,0,0,5,11,0,0,4,7,0,2,2,0,0,5,0,5,4,5,80,0,0,4,12,NA,NA,8,NA,NA,4,5,0,2,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,33,10/09/2019 10:30:00,Big Dome
0,0,0,0,6,17,18,0,23,3,13,9,4,1,1,1,4,3,8,37.5,5,11,45.45,8,19,42.11,8,19,0,0,6,13,0,0,2,6,2,6,8,0,0,6,2,4,4,7,57.14,4,2,5,4,NA,NA,15,NA,NA,1,8,0,3,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,33,10/09/2019 10:30:00,Big Dome
0,0,0,0,6,3,18,0,9,3,7,5,2,1,2,1,6,3,7,42.86,0,9,0,3,16,18.75,3,16,0,0,3,11,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,NA,NA,9,NA,NA,0,-15,0,4,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,33,10/09/2019 10:30:00,Big Dome
0,0,0,0,5,9,18,0,14,1,8,7,1,0,0,0,2,2,2,100,0,2,0,2,4,50,2,4,0,0,2,2,0,0,0,2,0,2,3,0,1,7,0,7,8,14,57.14,0,0,0,0,NA,NA,6,NA,NA,5,6,0,5,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,33,10/09/2019 10:30:00,Big Dome
1,1,1,0,44,35,2,0,79,16,57,39,18,7,4,4,16,7,33,21.21,26,59,44.07,33,92,35.87,31,90,2,2,12,55,2,2,19,35,3,20,23,0,0,15,3,12,6,11,54.55,11,5,22,48,NA,NA,25,NA,NA,15,-6,0,Total,87c66828-7455-4d05-92b9-a85bebc97bd8,45,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,33,10/09/2019 10:30:00,Big Dome
0,1,1,0,4,9,2,0,13,2,14,10,4,2,1,1,3,1,9,11.11,5,13,38.46,6,22,27.27,6,22,0,0,3,14,0,0,3,8,1,1,2,0,0,2,1,1,0,1,0,2,1,4,8,NA,NA,5,NA,NA,4,-2,0,1,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,33,10/09/2019 10:30:00,Big Dome
0,0,0,0,16,3,2,0,19,7,8,7,1,1,1,0,4,3,8,37.5,4,8,50,7,16,43.75,7,16,0,0,3,12,0,0,4,4,0,5,5,0,0,2,0,2,2,3,66.67,3,1,2,8,NA,NA,9,NA,NA,2,-5,0,2,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,33,10/09/2019 10:30:00,Big Dome
1,0,0,0,10,5,2,0,15,3,12,8,4,2,1,1,5,0,3,0,6,15,40,6,18,33.33,5,17,1,1,1,8,2,2,3,8,2,4,6,0,0,8,2,6,3,5,60,4,2,6,12,NA,NA,0,NA,NA,3,-8,0,3,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,33,10/09/2019 10:30:00,Big Dome
0,0,0,0,12,12,2,0,24,3,14,10,4,1,1,2,3,2,5,40,9,15,60,11,20,55,10,19,1,1,4,10,0,0,7,10,0,3,3,0,0,0,0,0,0,0,0,2,1,8,16,NA,NA,8,NA,NA,2,15,0,4,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,33,10/09/2019 10:30:00,Big Dome
0,0,0,0,2,6,2,0,8,1,9,4,5,1,0,0,1,1,8,12.5,2,8,25,3,16,18.75,3,16,0,0,1,11,0,0,2,5,0,7,7,0,0,3,0,3,1,2,50,0,0,2,4,NA,NA,3,NA,NA,4,-6,0,5,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,33,10/09/2019 10:30:00,Big Dome
